BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
4940,1,19,2010-06-08 08:21:00,2010-06-08 11:21:00,1931,20
4940,2,26,2010-06-08 08:21:00,2010-06-08 11:21:00,2831,30
4940,3,58,2010-06-08 08:35:00,2010-06-08 10:30:00,659,7
4941,4,44,2010-06-08 08:48:00,2010-06-08 09:33:00,257,2
4941,5,43,2010-06-08 08:48:00,2010-06-08 09:33:00,257,2
4942,6,17,2010-06-08 09:02:00,2010-06-08 16:57:00,5097,54
4943,1,17,2010-06-09 09:16:00,2010-06-09 16:06:00,4400,47
4943,2,25,2010-06-09 09:16:00,2010-06-09 16:06:00,6450,69
4943,3,57,2010-06-09 09:29:00,2010-06-09 15:09:00,1948,20
4944,4,43,2010-06-09 09:29:00,2010-06-09 15:09:00,1942,20
4944,5,53,2010-06-09 08:03:00,2010-06-09 12:33:00,1542,16
4945,6,16,2010-06-09 08:17:00,2010-06-09 11:42:00,2196,23
4946,1,16,2010-06-10 08:17:00,2010-06-10 11:42:00,2196,23
4946,2,25,2010-06-10 09:23:00,2010-06-10 11:38:00,2121,22
4946,3,43,2010-06-10 09:23:00,2010-06-10 10:28:00,371,3
4947,4,47,2010-06-10 08:44:00,2010-06-10 09:49:00,371,3
4947,5,33,2010-06-10 08:44:00,2010-06-10 13:59:00,1800,19
4948,6,12,2010-06-10 08:58:00,2010-06-10 16:08:00,4607,49
4949,1,12,2010-06-11 09:11:00,2010-06-11 16:21:00,4607,49
4949,2,24,2010-06-11 09:11:00,2010-06-11 15:11:00,5657,60
4949,3,55,2010-06-11 09:25:00,2010-06-11 15:25:00,2057,22
4950,4,42,2010-06-11 09:25:00,2010-06-11 14:20:00,1685,18
4950,5,46,2010-06-11 09:39:00,2010-06-11 13:24:00,1285,13
4951,6,19,2010-06-11 08:12:00,2010-06-11 11:57:00,2410,25
4952,1,19,2010-06-14 09:21:00,2010-06-14 13:26:00,2625,28
4952,2,26,2010-06-14 09:35:00,2010-06-14 12:50:00,3064,32
4952,3,58,2010-06-14 09:35:00,2010-06-14 11:40:00,714,7
4953,4,44,2010-06-14 08:08:00,2010-06-14 10:13:00,714,7
4953,5,43,2010-06-14 08:22:00,2010-06-14 09:17:00,314,3
4954,6,17,2010-06-14 08:22:00,2010-06-14 16:32:00,5251,56
4955,1,17,2010-06-15 08:36:00,2010-06-15 16:46:00,5251,56
4955,2,25,2010-06-15 08:36:00,2010-06-15 15:36:00,6601,70
4955,3,57,2010-06-15 08:49:00,2010-06-15 15:49:00,2401,25
4956,4,43,2010-06-15 08:49:00,2010-06-15 16:54:00,2773,29
4956,5,53,2010-06-15 09:03:00,2010-06-15 13:48:00,1629,17
4957,6,4,2010-06-15 09:17:00,2010-06-15 12:52:00,2304,24
4958,1,4,2010-06-16 09:17:00,2010-06-16 12:52:00,2304,24
4958,2,26,2010-06-16 08:29:00,2010-06-16 10:54:00,2279,24
4958,3,57,2010-06-16 08:04:00,2010-06-16 10:29:00,829,8
4959,4,44,2010-06-16 08:04:00,2010-06-16 09:24:00,457,4
4959,5,43,2010-06-16 08:18:00,2010-06-16 08:28:00,57,0
4960,6,16,2010-06-16 08:18:00,2010-06-16 08:28:00,107,1
4961,1,16,2010-06-17 08:31:00,2010-06-17 15:51:00,4716,50
4961,2,25,2010-06-17 08:45:00,2010-06-17 16:05:00,6916,74
4961,3,57,2010-06-17 08:45:00,2010-06-17 15:00:00,2144,23
4962,4,43,2010-06-17 08:59:00,2010-06-17 14:04:00,1744,18
4962,5,47,2010-06-17 09:12:00,2010-06-17 14:17:00,1744,18
4963,6,2,2010-06-17 09:12:00,2010-06-17 13:07:00,2519,27
4964,1,2,2010-06-18 09:26:00,2010-06-18 12:16:00,1822,19
4964,2,32,2010-06-18 09:26:00,2010-06-18 12:16:00,2672,28
4964,3,37,2010-06-18 09:18:00,2010-06-18 09:28:00,57,0
4965,4,55,2010-06-18 09:18:00,2010-06-18 17:23:00,2774,29
4965,5,41,2010-06-18 08:13:00,2010-06-18 16:18:00,2774,29
4966,6,14,2010-06-18 08:13:00,2010-06-18 14:33:00,4073,43
4967,1,14,2010-06-21 09:35:00,2010-06-21 14:55:00,3430,36
4967,2,32,2010-06-21 08:09:00,2010-06-21 10:14:00,1965,21
4967,3,36,2010-06-21 08:09:00,2010-06-21 10:14:00,715,7
4968,4,54,2010-06-21 08:23:00,2010-06-21 11:28:00,1058,11
4968,5,58,2010-06-21 08:23:00,2010-06-21 10:18:00,658,7
4969,6,17,2010-06-21 08:36:00,2010-06-21 10:31:00,1233,13
4970,1,17,2010-06-22 09:15:00,2010-06-22 10:00:00,482,5
4970,2,26,2010-06-22 09:15:00,2010-06-22 17:15:00,7546,80
4970,3,57,2010-06-22 09:04:00,2010-06-22 17:04:00,2746,29
4971,4,44,2010-06-22 09:04:00,2010-06-22 15:54:00,2346,25
4971,5,43,2010-06-22 09:17:00,2010-06-22 16:07:00,2346,25
4972,6,16,2010-06-22 09:31:00,2010-06-22 15:11:00,3645,39
4973,1,16,2010-06-23 09:31:00,2010-06-23 14:06:00,2948,31
4973,2,25,2010-06-23 08:05:00,2010-06-23 12:40:00,4323,46
4973,3,57,2010-06-23 08:05:00,2010-06-23 11:30:00,1173,12
4974,4,43,2010-06-23 08:18:00,2010-06-23 10:33:00,772,8
4974,5,47,2010-06-23 08:32:00,2010-06-23 10:47:00,772,8
4975,6,2,2010-06-23 08:32:00,2010-06-23 09:42:00,750,8
4976,1,2,2010-06-24 08:46:00,2010-06-24 14:51:00,3914,41
4976,2,32,2010-06-24 08:46:00,2010-06-24 14:51:00,5739,61
4976,3,37,2010-06-24 08:59:00,2010-06-24 16:09:00,2461,26
4977,4,55,2010-06-24 08:59:00,2010-06-24 15:04:00,2089,22
4977,5,41,2010-06-24 09:13:00,2010-06-24 15:18:00,2089,22
4978,6,14,2010-06-24 09:27:00,2010-06-24 14:22:00,3163,33
4979,1,14,2010-06-25 09:27:00,2010-06-25 13:12:00,2412,25
4979,2,32,2010-06-25 08:37:00,2010-06-25 12:22:00,3537,37
4979,3,36,2010-06-25 08:14:00,2010-06-25 10:54:00,915,9
4980,4,54,2010-06-25 08:28:00,2010-06-25 14:38:00,2118,22
4980,5,58,2010-06-25 08:28:00,2010-06-25 13:58:00,1889,20
4981,6,17,2010-06-25 08:41:00,2010-06-25 14:11:00,3539,37
4982,1,17,2010-06-28 08:23:00,2010-06-28 11:28:00,1984,21
4982,2,26,2010-06-28 08:23:00,2010-06-28 11:28:00,2909,31
4982,3,57,2010-06-28 08:37:00,2010-06-28 10:32:00,658,7
4983,4,44,2010-06-28 08:51:00,2010-06-28 14:46:00,2032,21
4983,5,43,2010-06-28 08:51:00,2010-06-28 14:46:00,2032,21
4984,6,16,2010-06-28 09:04:00,2010-06-28 17:04:00,5148,55
4985,1,16,2010-06-29 09:04:00,2010-06-29 15:54:00,4397,47
4985,2,25,2010-06-29 09:18:00,2010-06-29 16:08:00,6448,69
4985,3,57,2010-06-29 09:32:00,2010-06-29 15:17:00,1975,21
4986,4,43,2010-06-29 09:32:00,2010-06-29 14:07:00,1574,16
4986,5,47,2010-06-29 08:05:00,2010-06-29 12:40:00,1574,16
4987,6,2,2010-06-29 08:05:00,2010-06-29 11:30:00,2199,23
4988,1,2,2010-06-30 08:19:00,2010-06-30 10:39:00,1501,16
4988,2,32,2010-06-30 08:19:00,2010-06-30 10:39:00,2201,23
4988,3,37,2010-06-30 08:33:00,2010-06-30 09:43:00,400,4
4989,4,55,2010-06-30 08:46:00,2010-06-30 09:56:00,400,4
4989,5,41,2010-06-30 08:46:00,2010-06-30 10:36:00,630,6
4990,6,14,2010-06-30 08:16:00,2010-06-30 15:31:00,4666,50
4991,1,14,2010-07-01 08:16:00,2010-07-01 15:31:00,4666,50
4991,2,29,2010-07-01 09:14:00,2010-07-01 15:19:00,5740,61
4991,3,46,2010-07-01 09:27:00,2010-07-01 14:22:00,1689,18
4992,4,33,2010-07-01 09:27:00,2010-07-01 14:22:00,1689,18
4992,5,36,2010-07-01 08:01:00,2010-07-01 11:51:00,1317,14
4993,6,22,2010-07-01 08:15:00,2010-07-01 10:55:00,1716,18
4994,1,22,2010-07-02 08:15:00,2010-07-02 10:55:00,1716,18
4994,2,27,2010-07-02 08:28:00,2010-07-02 09:58:00,1415,15
4994,3,58,2010-07-02 08:28:00,2010-07-02 08:53:00,143,1
4995,4,45,2010-07-02 08:42:00,2010-07-02 09:07:00,143,1
4995,5,49,2010-07-02 08:42:00,2010-07-02 16:17:00,2606,27
4996,6,21,2010-07-02 08:56:00,2010-07-02 15:21:00,4130,44
4997,1,21,2010-07-05 08:24:00,2010-07-05 15:14:00,4399,47
4997,2,26,2010-07-05 09:11:00,2010-07-05 16:01:00,6449,69
4997,3,57,2010-07-05 09:11:00,2010-07-05 14:51:00,1948,20
4998,4,44,2010-07-05 09:24:00,2010-07-05 13:54:00,1547,16
4998,5,43,2010-07-05 09:38:00,2010-07-05 14:08:00,1547,16
4999,6,16,2010-07-05 09:38:00,2010-07-05 13:03:00,2199,23
5000,1,16,2010-07-06 08:12:00,2010-07-06 11:37:00,2199,23
5000,2,25,2010-07-06 08:12:00,2010-07-06 10:27:00,2123,22
5000,3,57,2010-07-06 08:25:00,2010-07-06 09:30:00,372,3
5001,4,43,2010-07-06 08:25:00,2010-07-06 09:30:00,372,3
5001,5,58,2010-07-06 08:39:00,2010-07-06 13:54:00,1805,19
5002,6,17,2010-07-06 08:39:00,2010-07-06 15:49:00,4614,49
5003,1,17,2010-07-07 08:53:00,2010-07-07 16:03:00,4614,49
5003,2,29,2010-07-07 09:06:00,2010-07-07 15:06:00,5656,60
5003,3,47,2010-07-07 09:06:00,2010-07-07 14:01:00,1685,18
5004,4,34,2010-07-07 09:28:00,2010-07-07 14:23:00,1685,18
5004,5,52,2010-07-07 09:28:00,2010-07-07 13:13:00,1285,13
5005,6,11,2010-07-07 09:34:00,2010-07-07 12:09:00,1660,17
5006,1,11,2010-07-08 09:34:00,2010-07-08 12:09:00,1660,17
5006,2,29,2010-07-08 08:07:00,2010-07-08 09:37:00,1414,15
5006,3,46,2010-07-08 08:07:00,2010-07-08 08:27:00,114,1
5007,4,33,2010-07-08 08:21:00,2010-07-08 08:41:00,114,1
5007,5,51,2010-07-08 08:35:00,2010-07-08 15:10:00,2257,24
5008,6,23,2010-07-08 08:35:00,2010-07-08 15:00:00,4125,44
5009,1,23,2010-07-09 08:48:00,2010-07-09 15:13:00,4125,44
5009,2,28,2010-07-09 08:48:00,2010-07-09 14:03:00,4950,53
5009,3,59,2010-07-09 09:02:00,2010-07-09 13:07:00,1400,15
5010,4,46,2010-07-09 09:16:00,2010-07-09 13:21:00,1400,15
5010,5,36,2010-07-09 09:29:00,2010-07-09 12:29:00,1028,11
5011,6,9,2010-07-09 09:29:00,2010-07-09 11:19:00,1178,12
5012,1,9,2010-07-12 09:11:00,2010-07-12 11:21:00,1393,14
5012,2,27,2010-07-12 09:25:00,2010-07-12 11:35:00,2043,21
5012,3,59,2010-07-12 09:25:00,2010-07-12 10:30:00,371,3
5013,4,45,2010-07-12 09:39:00,2010-07-12 17:54:00,2830,30
5013,5,49,2010-07-12 09:39:00,2010-07-12 16:44:00,2430,26
5014,6,22,2010-07-12 08:12:00,2010-07-12 15:17:00,4555,48
5015,1,22,2010-07-13 08:12:00,2010-07-13 14:12:00,3858,41
5015,2,26,2010-07-13 08:26:00,2010-07-13 13:16:00,4558,48
5015,3,58,2010-07-13 08:34:00,2010-07-13 13:24:00,1658,17
5016,4,44,2010-07-13 08:34:00,2010-07-13 12:14:00,1258,13
5016,5,47,2010-07-13 08:54:00,2010-07-13 12:34:00,1258,13
5017,6,12,2010-07-13 08:54:00,2010-07-13 11:29:00,1661,17
5018,1,12,2010-07-14 09:07:00,2010-07-14 10:32:00,911,9
5018,2,24,2010-07-14 09:07:00,2010-07-14 10:32:00,1336,14
5018,3,42,2010-07-14 09:21:00,2010-07-14 09:36:00,85,0
5019,4,46,2010-07-14 09:21:00,2010-07-14 16:46:00,2545,27
5019,5,33,2010-07-14 09:35:00,2010-07-14 17:00:00,2545,27
5020,6,5,2010-07-14 09:35:00,2010-07-14 15:55:00,4073,43
5021,1,5,2010-07-15 08:08:00,2010-07-15 10:33:00,1554,16
5021,2,28,2010-07-15 08:22:00,2010-07-15 10:47:00,2279,24
5021,3,59,2010-07-15 08:22:00,2010-07-15 09:42:00,457,4
5022,4,46,2010-07-15 08:36:00,2010-07-15 08:46:00,57,0
5022,5,36,2010-07-15 08:36:00,2010-07-15 08:46:00,57,0
5023,6,23,2010-07-15 08:49:00,2010-07-15 16:09:00,4717,50
5024,1,23,2010-07-16 09:03:00,2010-07-16 15:18:00,4020,43
5024,2,27,2010-07-16 09:03:00,2010-07-16 15:18:00,5895,63
5024,3,59,2010-07-16 09:17:00,2010-07-16 14:22:00,1744,18
5025,4,45,2010-07-16 09:17:00,2010-07-16 14:22:00,1744,18
5025,5,49,2010-07-16 08:29:00,2010-07-16 12:24:00,1344,14
5026,6,22,2010-07-16 08:29:00,2010-07-16 11:19:00,1822,19
5027,1,22,2010-07-19 09:12:00,2010-07-19 13:32:00,2788,29
5027,2,26,2010-07-19 09:26:00,2010-07-19 12:36:00,2987,32
5027,3,58,2010-07-19 09:18:00,2010-07-19 11:18:00,686,7
5028,4,44,2010-07-19 09:18:00,2010-07-19 11:18:00,686,7
5028,5,49,2010-07-19 08:13:00,2010-07-19 09:08:00,314,3
5029,6,8,2010-07-19 08:27:00,2010-07-19 16:32:00,5201,55
5030,1,8,2010-07-20 08:27:00,2010-07-20 16:32:00,5201,55
5030,2,26,2010-07-20 08:41:00,2010-07-20 15:36:00,6525,70
5030,3,58,2010-07-20 08:41:00,2010-07-20 15:36:00,2375,25
5031,4,44,2010-07-20 08:54:00,2010-07-20 10:19:00,486,5
5031,5,43,2010-07-20 08:54:00,2010-07-20 13:34:00,1602,17
5032,6,17,2010-07-20 09:08:00,2010-07-20 12:38:00,2252,24
5033,1,17,2010-07-21 09:22:00,2010-07-21 12:52:00,2252,24
5033,2,25,2010-07-21 09:22:00,2010-07-21 11:47:00,2280,24
5033,3,57,2010-07-21 09:35:00,2010-07-21 12:00:00,830,8
5034,4,43,2010-07-21 09:35:00,2010-07-21 10:50:00,429,4
5034,5,53,2010-07-21 08:09:00,2010-07-21 08:14:00,28,0
5035,6,16,2010-07-21 08:09:00,2010-07-21 08:14:00,53,0
5036,1,16,2010-07-22 08:23:00,2010-07-22 15:43:00,4719,50
5036,2,25,2010-07-22 08:23:00,2010-07-22 14:33:00,5818,62
5036,3,43,2010-07-22 08:36:00,2010-07-22 14:46:00,2118,22
5037,4,47,2010-07-22 09:15:00,2010-07-22 14:45:00,1889,20
5037,5,33,2010-07-22 09:15:00,2010-07-22 13:05:00,1317,14
5038,6,12,2010-07-22 09:04:00,2010-07-22 12:54:00,2467,26
5039,1,12,2010-07-23 09:04:00,2010-07-23 11:49:00,1769,18
5039,2,24,2010-07-23 09:17:00,2010-07-23 10:52:00,1494,16
5039,3,55,2010-07-23 09:17:00,2010-07-23 10:52:00,544,5
5040,4,42,2010-07-23 09:31:00,2010-07-23 09:56:00,143,1
5040,5,46,2010-07-23 08:05:00,2010-07-23 15:45:00,2634,28
5041,6,19,2010-07-23 08:05:00,2010-07-23 15:45:00,4934,52
5042,1,19,2010-07-26 09:27:00,2010-07-26 16:17:00,4399,47
5042,2,26,2010-07-26 08:37:00,2010-07-26 15:27:00,6449,69
5042,3,58,2010-07-26 08:14:00,2010-07-26 13:59:00,1977,21
5043,4,44,2010-07-26 08:14:00,2010-07-26 12:49:00,1576,16
5043,5,43,2010-07-26 08:28:00,2010-07-26 13:03:00,1576,16
5044,6,17,2010-07-26 08:28:00,2010-07-26 11:53:00,2196,23
5045,1,17,2010-07-27 08:41:00,2010-07-27 11:01:00,1499,16
5045,2,25,2010-07-27 08:55:00,2010-07-27 11:15:00,2200,23
5045,3,58,2010-07-27 08:55:00,2010-07-27 10:05:00,400,4
5046,4,49,2010-07-27 09:09:00,2010-07-27 10:59:00,628,6
5046,5,38,2010-07-27 09:22:00,2010-07-27 11:12:00,628,6
5047,6,12,2010-07-27 09:22:00,2010-07-27 16:37:00,4662,49
5048,1,16,2010-07-28 09:36:00,2010-07-28 15:41:00,3912,41
5048,2,25,2010-07-28 09:36:00,2010-07-28 15:41:00,5737,61
5048,3,57,2010-07-28 08:21:00,2010-07-28 13:16:00,1687,18
5049,4,43,2010-07-28 08:21:00,2010-07-28 12:11:00,1315,14
5049,5,47,2010-07-28 08:23:00,2010-07-28 11:03:00,915,9
5050,6,2,2010-07-28 08:37:00,2010-07-28 11:17:00,1715,18
5051,1,2,2010-07-29 08:37:00,2010-07-29 10:07:00,964,10
5051,2,32,2010-07-29 08:51:00,2010-07-29 10:21:00,1414,15
5051,3,37,2010-07-29 09:04:00,2010-07-29 09:29:00,142,1
5052,4,55,2010-07-29 09:04:00,2010-07-29 16:39:00,2602,27
5052,5,41,2010-07-29 09:18:00,2010-07-29 16:53:00,2602,27
5053,6,14,2010-07-29 09:18:00,2010-07-29 15:43:00,4127,44
5054,1,14,2010-07-30 09:32:00,2010-07-30 14:52:00,3430,36
5054,2,32,2010-07-30 08:05:00,2010-07-30 13:25:00,5030,53
5054,3,36,2010-07-30 08:05:00,2010-07-30 10:10:00,715,7
5055,4,54,2010-07-30 08:19:00,2010-07-30 11:19:00,1029,11
5055,5,58,2010-07-30 08:19:00,2010-07-30 11:19:00,1029,11
5056,6,17,2010-07-30 08:33:00,2010-07-30 10:28:00,1232,13
5057,1,17,2010-08-02 08:34:00,2010-08-02 08:44:00,107,1
5057,2,26,2010-08-02 08:34:00,2010-08-02 15:54:00,6917,74
5057,3,57,2010-08-02 08:54:00,2010-08-02 16:14:00,2517,26
5058,4,44,2010-08-02 09:08:00,2010-08-02 15:18:00,2117,22
5058,5,43,2010-08-02 09:08:00,2010-08-02 15:18:00,2117,22
5059,6,16,2010-08-02 09:21:00,2010-08-02 14:26:00,3270,35
5060,1,16,2010-08-03 09:21:00,2010-08-03 13:16:00,2519,27
5060,2,25,2010-08-03 09:35:00,2010-08-03 12:20:00,2594,27
5060,3,57,2010-08-03 09:35:00,2010-08-03 12:20:00,944,10
5061,4,43,2010-08-03 08:09:00,2010-08-03 09:09:00,343,3
5061,5,47,2010-08-03 08:09:00,2010-08-03 09:09:00,343,3
5062,6,2,2010-08-03 08:22:00,2010-08-03 08:52:00,321,3
5063,1,2,2010-08-04 08:22:00,2010-08-04 16:02:00,4932,52
5063,2,32,2010-08-04 08:36:00,2010-08-04 16:16:00,7232,77
5063,3,37,2010-08-04 09:25:00,2010-08-04 16:00:00,2260,24
5064,4,55,2010-08-04 09:25:00,2010-08-04 14:50:00,1860,19
5064,5,41,2010-08-04 09:36:00,2010-08-04 15:01:00,1860,19
5065,6,14,2010-08-04 09:36:00,2010-08-04 13:51:00,2734,29
5066,1,14,2010-08-05 08:11:00,2010-08-05 11:21:00,2037,21
5066,2,32,2010-08-05 08:24:00,2010-08-05 11:34:00,2987,32
5066,3,36,2010-08-05 08:24:00,2010-08-05 10:24:00,686,7
5067,4,54,2010-08-05 08:37:00,2010-08-05 13:42:00,1746,18
5067,5,58,2010-08-05 08:37:00,2010-08-05 13:42:00,1746,18
5068,6,17,2010-08-05 08:51:00,2010-08-05 16:51:00,5147,55
5069,1,17,2010-08-06 08:51:00,2010-08-06 15:46:00,4450,47
5069,2,26,2010-08-06 09:05:00,2010-08-06 16:00:00,6525,69
5069,3,57,2010-08-06 09:18:00,2010-08-06 17:13:00,2719,29
5070,4,44,2010-08-06 09:18:00,2010-08-06 16:03:00,2318,24
5070,5,43,2010-08-06 09:32:00,2010-08-06 16:17:00,2318,24
5071,6,16,2010-08-06 08:06:00,2010-08-06 13:41:00,3593,38
5072,1,16,2010-08-09 09:14:00,2010-08-09 15:14:00,3861,41
5072,2,25,2010-08-09 08:01:00,2010-08-09 12:51:00,4560,48
5072,3,57,2010-08-09 08:01:00,2010-08-09 11:41:00,1259,13
5073,4,43,2010-08-09 08:15:00,2010-08-09 11:55:00,1260,13
5073,5,47,2010-08-09 08:15:00,2010-08-09 10:50:00,887,9
5074,6,2,2010-08-09 08:29:00,2010-08-09 09:54:00,911,9
5075,1,2,2010-08-10 08:42:00,2010-08-10 10:07:00,911,9
5075,2,32,2010-08-10 08:42:00,2010-08-10 08:57:00,235,2
5075,3,37,2010-08-10 08:56:00,2010-08-10 09:11:00,85,0
5076,4,55,2010-08-10 08:56:00,2010-08-10 16:21:00,2548,27
5076,5,42,2010-08-10 08:57:00,2010-08-10 15:17:00,2176,23
5077,6,19,2010-08-10 09:23:00,2010-08-10 11:48:00,1555,16
5078,1,19,2010-08-11 09:23:00,2010-08-11 11:48:00,1555,16
5078,2,27,2010-08-11 09:37:00,2010-08-11 10:57:00,1258,13
5078,3,58,2010-08-11 09:37:00,2010-08-11 09:47:00,57,0
5079,4,45,2010-08-11 08:11:00,2010-08-11 08:21:00,57,0
5079,5,49,2010-08-11 08:11:00,2010-08-11 15:31:00,2520,27
5080,6,21,2010-08-11 08:24:00,2010-08-11 14:39:00,4023,43
5081,1,21,2010-08-12 08:38:00,2010-08-12 14:53:00,4023,43
5081,2,26,2010-08-12 08:38:00,2010-08-12 13:43:00,4797,51
5081,3,57,2010-08-12 08:52:00,2010-08-12 12:47:00,1346,14
5082,4,44,2010-08-12 08:52:00,2010-08-12 11:42:00,973,10
5082,5,43,2010-08-12 09:05:00,2010-08-12 16:50:00,2664,28
5083,6,16,2010-08-12 09:05:00,2010-08-12 15:40:00,4238,45
5084,1,16,2010-08-13 09:19:00,2010-08-13 16:14:00,4452,47
5084,2,25,2010-08-13 09:19:00,2010-08-13 10:44:00,1337,14
5084,3,54,2010-08-13 09:33:00,2010-08-13 10:48:00,429,4
5085,4,58,2010-08-13 09:33:00,2010-08-13 09:38:00,28,0
5085,5,44,2010-08-13 08:06:00,2010-08-13 13:36:00,1890,20
5086,6,17,2010-08-13 08:06:00,2010-08-13 11:56:00,2467,26
5087,1,17,2010-08-16 09:28:00,2010-08-16 14:13:00,3058,32
5087,2,29,2010-08-16 08:02:00,2010-08-16 08:12:00,157,1
5087,3,47,2010-08-16 08:02:00,2010-08-16 14:17:00,2149,23
5088,4,34,2010-08-16 08:16:00,2010-08-16 14:31:00,2149,23
5088,5,52,2010-08-16 08:29:00,2010-08-16 13:34:00,1748,18
5089,6,11,2010-08-16 08:29:00,2010-08-16 13:34:00,3273,35
5090,1,11,2010-08-17 08:43:00,2010-08-17 12:43:00,2571,27
5090,2,29,2010-08-17 08:43:00,2010-08-17 11:33:00,2671,28
5090,3,46,2010-08-17 08:57:00,2010-08-17 11:47:00,971,10
5091,4,33,2010-08-17 08:57:00,2010-08-17 09:07:00,57,0
5091,5,51,2010-08-17 08:47:00,2010-08-17 08:57:00,57,0
5092,6,23,2010-08-17 08:47:00,2010-08-17 09:22:00,374,4
5093,1,23,2010-08-18 09:24:00,2010-08-18 17:09:00,4982,53
5093,2,28,2010-08-18 09:38:00,2010-08-18 17:23:00,7307,78
5093,3,59,2010-08-18 09:38:00,2010-08-18 16:13:00,2257,24
5094,4,46,2010-08-18 08:11:00,2010-08-18 14:46:00,2257,24
5094,5,36,2010-08-18 08:11:00,2010-08-18 13:41:00,1885,20
5095,6,9,2010-08-18 08:25:00,2010-08-18 12:45:00,2785,29
5096,1,9,2010-08-19 08:25:00,2010-08-19 12:45:00,2785,29
5096,2,27,2010-08-19 08:39:00,2010-08-19 11:49:00,2985,31
5096,3,59,2010-08-19 08:52:00,2010-08-19 10:57:00,714,7
5097,4,45,2010-08-19 08:52:00,2010-08-19 10:57:00,714,7
5097,5,49,2010-08-19 09:06:00,2010-08-19 10:01:00,314,3
5098,6,22,2010-08-19 09:06:00,2010-08-19 10:01:00,589,6
5099,1,22,2010-08-20 09:38:00,2010-08-20 17:43:00,5197,55
5099,2,26,2010-08-20 09:38:00,2010-08-20 16:38:00,6600,70
5099,3,58,2010-08-20 09:33:00,2010-08-20 16:33:00,2400,25
5100,4,44,2010-08-20 09:33:00,2010-08-20 10:08:00,200,2
5100,5,47,2010-08-20 08:07:00,2010-08-20 08:42:00,200,2
5101,6,12,2010-08-20 08:07:00,2010-08-20 12:47:00,3000,32
5102,1,12,2010-08-23 09:29:00,2010-08-23 14:34:00,3268,35
5102,2,24,2010-08-23 08:03:00,2010-08-23 13:08:00,4793,51
5102,3,42,2010-08-23 08:03:00,2010-08-23 11:58:00,1343,14
5103,4,48,2010-08-23 08:16:00,2010-08-23 11:01:00,943,10
5103,5,51,2010-08-23 08:16:00,2010-08-23 11:01:00,943,10
5104,6,23,2010-08-23 09:33:00,2010-08-23 10:33:00,643,6
5105,1,23,2010-08-24 09:33:00,2010-08-24 10:03:00,321,3
5105,2,28,2010-08-24 08:44:00,2010-08-24 09:14:00,471,5
5105,3,59,2010-08-24 08:44:00,2010-08-24 16:24:00,2630,28
5106,4,46,2010-08-24 08:57:00,2010-08-24 16:37:00,2630,28
5106,5,36,2010-08-24 09:11:00,2010-08-24 15:46:00,2259,24
5107,6,9,2010-08-24 09:11:00,2010-08-24 14:36:00,3483,37
5108,1,9,2010-08-25 09:25:00,2010-08-25 14:50:00,3483,37
5108,2,27,2010-08-25 09:25:00,2010-08-25 13:40:00,4008,42
5108,3,59,2010-08-25 09:38:00,2010-08-25 12:48:00,1086,11
5109,4,45,2010-08-25 09:38:00,2010-08-25 12:48:00,1086,11
5109,5,49,2010-08-25 08:12:00,2010-08-25 10:12:00,686,7
5110,6,22,2010-08-25 08:12:00,2010-08-25 13:17:00,3269,35
5111,1,22,2010-08-26 08:26:00,2010-08-26 13:31:00,3269,35
5111,2,26,2010-08-26 08:26:00,2010-08-26 16:26:00,7546,80
5111,3,58,2010-08-26 08:39:00,2010-08-26 16:39:00,2746,29
5112,4,44,2010-08-26 08:53:00,2010-08-26 15:48:00,2374,25
5112,5,49,2010-08-26 08:53:00,2010-08-26 14:38:00,1973,21
5113,6,8,2010-08-26 09:07:00,2010-08-26 14:52:00,3698,39
5114,1,8,2010-08-27 09:07:00,2010-08-27 13:42:00,2948,31
5114,2,26,2010-08-27 09:28:00,2010-08-27 12:58:00,3301,35
5114,3,58,2010-08-27 09:28:00,2010-08-27 12:58:00,1201,12
5115,4,44,2010-08-27 09:34:00,2010-08-27 11:54:00,801,8
5115,5,43,2010-08-27 09:34:00,2010-08-27 11:54:00,801,8
5116,6,17,2010-08-27 08:08:00,2010-08-27 09:18:00,750,8
5117,1,17,2010-08-30 09:16:00,2010-08-30 10:51:00,1018,10
5117,2,25,2010-08-30 08:39:00,2010-08-30 10:14:00,1493,16
5117,3,57,2010-08-30 08:39:00,2010-08-30 09:04:00,143,1
5118,4,43,2010-08-30 08:04:00,2010-08-30 08:29:00,143,1
5118,5,53,2010-08-30 08:04:00,2010-08-30 15:39:00,2604,27
5119,6,16,2010-08-30 08:17:00,2010-08-30 14:47:00,4182,44
5120,1,16,2010-08-31 08:17:00,2010-08-31 14:47:00,4182,44
5120,2,25,2010-08-31 08:31:00,2010-08-31 13:51:00,5031,53
5120,3,43,2010-08-31 08:31:00,2010-08-31 13:51:00,1832,19
5121,4,47,2010-08-31 08:45:00,2010-08-31 10:00:00,429,4
5121,5,33,2010-08-31 08:45:00,2010-08-31 09:05:00,114,1
5122,6,12,2010-08-31 08:58:00,2010-08-31 09:18:00,214,2
5123,1,12,2010-09-01 08:58:00,2010-09-01 16:23:00,4772,51
5123,2,24,2010-09-01 09:12:00,2010-09-01 15:32:00,5975,64
5123,3,55,2010-09-01 09:12:00,2010-09-01 15:32:00,2175,23
